ENSG	CDS	5utr	3utr	5utr|3utr	intron	intergenic	noncoding_exon	noncoding_intron
ENSG00000214940.4	0	34	0	0	179	0	0	0
ENSG00000051382.4	2	16	4	0	181	0	0	0
ENSG00000253893.2	0	0	0	0	0	0	0	11
ENSG00000270098.1	0	0	0	0	0	0	0	1
ENSG00000137312.10	65	68	26	0	119	0	0	0
ENSG00000115091.7	8	11	8	0	164	0	0	0
ENSG00000139579.8	2	11	2	0	6	0	0	0
ENSG00000105677.7	6	1	3	0	21	0	0	0
ENSG00000268975.1	0	0	0	0	0	0	10	274
ENSG00000155085.11	0	0	0	0	12	0	0	0
ENSG00000237886.1	0	0	0	0	0	0	5	11
ENSG00000228983.4	0	0	0	0	0	0	1	8
ENSG00000172071.7	21	6	1	0	99	0	0	0
ENSG00000176148.11	4	7	1	0	44	0	0	0
ENSG00000238164.2	0	0	0	0	0	0	62	18
ENSG00000215529.8	0	0	0	0	87	0	0	0
ENSG00000198929.8	14	22	39	0	1048	0	5	109
ENSG00000129810.10	0	1	0	0	0	0	0	0
ENSG00000258946.1	0	0	0	0	0	0	1	1
ENSG00000047346.8	2	63	0	0	94	0	0	0
ENSG00000188501.7	0	0	0	0	1	0	0	0
ENSG00000131435.8	0	0	0	0	8	0	0	0
ENSG00000128185.5	0	0	1	0	32	0	0	0
ENSG00000268650.3	0	0	0	0	0	0	0	3
ENSG00000179021.5	1	0	0	0	6	0	0	1
ENSG00000173950.11	7	5	5	0	1082	0	0	0
ENSG00000260803.1	0	0	0	0	0	0	3	11
ENSG00000204427.7	19	1	5	0	64	0	0	0
ENSG00000263975.1	0	0	0	0	0	0	1	4
ENSG00000187741.10	154	1	27	0	443	0	0	0
ENSG00000200278.1	0	0	0	0	0	0	2	0
ENSG00000178096.8	0	0	0	0	2	0	0	0
ENSG00000148408.8	1	0	0	0	16	0	0	0
ENSG00000166689.10	50	1	17	0	1399	0	0	0
ENSG00000138686.5	3	1	0	0	4	0	0	0
ENSG00000172613.3	16	9	5	0	66	0	0	0
ENSG00000260865.1	0	0	0	0	0	0	3	0
ENSG00000233476.2	0	0	0	0	0	0	1	0
ENSG00000203497.2	0	0	0	0	0	0	32	185
ENSG00000259205.2	0	0	0	0	0	0	5	4
ENSG00000234907.1	0	0	0	0	0	0	1	0
ENSG00000270113.1	0	0	0	0	0	0	1	0
ENSG00000189430.8	0	0	0	0	1	0	0	0
ENSG00000196243.5	0	0	0	0	0	0	0	1
ENSG00000197779.9	1	0	8	0	31	0	0	0
ENSG00000244067.1	0	0	0	0	3	0	0	0
ENSG00000264546.1	0	0	0	0	0	0	0	1
ENSG00000232498.1	0	0	0	0	0	0	0	11
ENSG00000176973.7	20	58	30	0	39	0	0	0
ENSG00000225334.1	0	0	0	0	0	0	0	2
ENSG00000165388.8	0	0	1	0	0	0	0	0
ENSG00000099991.12	200	23	12	0	4166	0	0	0
ENSG00000115414.14	4041	829	312	0	2490	0	0	0
ENSG00000146013.6	0	0	0	0	1	0	0	0
ENSG00000177853.10	0	0	0	0	0	0	27	174
ENSG00000234592.1	0	0	0	0	0	0	3	0
ENSG00000128274.11	1	0	0	0	1	0	0	14
ENSG00000135686.8	14	10	3	0	41	0	51	0
ENSG00000126524.5	2	1	0	0	5	0	0	0
ENSG00000135315.7	1	0	0	0	14	0	0	0
ENSG00000169213.6	1	0	8	0	47	0	0	0
ENSG00000144867.7	7	1	23	0	19	0	0	26
ENSG00000053770.7	1	1	2	0	13	0	0	0
ENSG00000128805.10	1	0	0	0	0	0	0	0
ENSG00000174111.8	17	0	2	0	115	0	0	0
ENSG00000120913.19	8	1	13	0	40	0	0	0
ENSG00000260345.1	0	0	0	0	0	0	2	5
ENSG00000269892.1	0	0	0	0	0	0	1	0
ENSG00000116266.6	0	0	0	0	27	0	0	0
ENSG00000257267.1	0	0	0	0	0	0	4	17
ENSG00000176024.12	1	0	0	0	19	0	0	0
ENSG00000239732.2	1	14	0	0	218	0	0	0
ENSG00000163873.5	0	0	0	0	2	0	0	0
ENSG00000213976.3	0	0	0	0	0	0	0	1
ENSG00000205212.3	1	0	3	0	32	0	0	79
ENSG00000179603.13	0	0	0	0	1	0	0	0
ENSG00000183185.5	0	0	0	0	0	0	0	2
ENSG00000189091.8	44	10	20	0	127	0	0	0
ENSG00000129270.11	0	0	0	0	1	0	0	0
ENSG00000272034.1	0	0	0	0	0	0	6	0
ENSG00000207650.1	0	0	0	0	0	0	1	0
ENSG00000200972.1	0	0	0	0	0	0	38	0
ENSG00000267508.1	0	0	0	0	3	0	0	0
ENSG00000167112.7	8	1	1	0	28	0	0	0
ENSG00000227479.1	0	0	0	0	0	0	0	118
ENSG00000230323.1	0	0	0	0	0	0	0	14
ENSG00000179091.4	50	4	2	0	245	0	0	0
ENSG00000142546.9	4	0	0	0	43	0	0	0
ENSG00000109171.10	5	1	1	0	66	0	0	0
ENSG00000177469.12	8	0	11	0	51	0	0	0
ENSG00000237017.1	0	0	0	0	0	0	20	4
ENSG00000221869.4	10	6	3	0	0	0	0	0
ENSG00000074706.9	0	0	0	0	22	0	0	0
ENSG00000257950.3	0	0	0	0	0	0	20	136
ENSG00000270344.1	0	0	0	0	0	0	1	12
ENSG00000128510.6	0	0	0	0	1	0	0	0
ENSG00000118420.12	3	0	0	0	148	0	0	0
ENSG00000040731.6	0	0	0	0	2	0	0	0
ENSG00000228643.1	0	0	0	0	0	0	4	41
ENSG00000084628.5	0	0	0	0	2	0	0	0
ENSG00000268543.1	0	0	0	0	0	0	1	0
ENSG00000239002.2	0	0	0	0	0	0	140	0
ENSG00000227053.1	0	0	0	0	0	0	0	1
ENSG00000187461.5	1	3	0	0	35	0	0	0
ENSG00000179988.9	2	0	1	0	14	0	0	7
ENSG00000116288.8	7	3	1	0	106	0	0	0
ENSG00000140350.11	12	0	6	0	653	0	0	0
ENSG00000120306.5	0	1	1	0	129	0	1	8
ENSG00000117245.8	3	3	1	0	6	0	0	0
ENSG00000239382.6	10	9	1	0	39	0	0	0
ENSG00000272780.1	0	0	0	0	0	0	7	9
ENSG00000227165.3	0	0	0	0	0	0	0	8
ENSG00000088726.11	0	0	0	0	2	0	0	0
ENSG00000152022.7	1	1	0	0	7	0	0	0
ENSG00000273155.1	1	0	0	0	65	0	0	0
ENSG00000222810.1	0	0	0	0	0	0	1	0
ENSG00000081051.3	195	0	4	0	121	0	0	0
ENSG00000143933.12	22	1	16	0	269	0	0	0
ENSG00000101188.4	0	0	0	0	11	0	0	0
ENSG00000255240.1	0	0	0	0	0	0	0	1
ENSG00000234504.2	0	0	0	0	0	0	2	9
ENSG00000166126.6	52	9	49	0	326	0	23	27
ENSG00000138771.10	0	0	0	0	1	0	0	0
ENSG00000165643.6	0	0	0	0	2	0	0	0
ENSG00000179163.11	1	0	1	0	6	0	0	0
ENSG00000236714.1	0	0	0	0	0	0	0	6
ENSG00000248964.2	0	0	0	0	0	0	0	2
ENSG00000182866.12	1	0	0	0	2	0	0	0
ENSG00000249430.1	0	0	0	0	0	0	0	1
ENSG00000160410.10	32	1	0	0	156	0	0	0
ENSG00000109189.8	0	2	4	0	52	0	0	0
ENSG00000177294.6	0	0	0	0	2	0	0	0
ENSG00000198901.9	9	2	3	0	43	0	0	0
ENSG00000025770.14	37	1	2	0	113	0	0	0
ENSG00000203614.3	0	0	0	0	0	0	2	0
ENSG00000087842.6	1	0	2	0	53	0	0	0
ENSG00000040633.8	9	88	5	0	83	0	0	0
ENSG00000117222.9	6	1	6	0	25	0	0	0
ENSG00000151687.10	3	0	0	0	29	0	5	6
ENSG00000228956.4	0	0	0	0	0	0	1	0
ENSG00000164715.5	26	13	54	0	335	0	0	0
ENSG00000236740.2	0	0	0	0	0	0	1	7
ENSG00000260257.1	0	0	0	0	0	0	3	0
ENSG00000244122.2	0	0	0	0	11	0	0	0
ENSG00000231083.1	0	0	0	0	0	0	0	3
ENSG00000268797.1	0	0	0	0	0	0	6	208
ENSG00000091490.6	0	0	1	0	32	0	0	0
ENSG00000147955.12	6	6	6	0	14	0	0	0
ENSG00000171992.8	1	0	7	0	1	0	0	0
ENSG00000257831.1	0	0	0	0	0	0	0	1
ENSG00000165416.10	6	1	10	0	27	0	0	0
ENSG00000099331.9	154	0	24	0	1429	0	0	0
ENSG00000225489.2	0	0	0	0	0	0	8	9
ENSG00000123636.13	13	4	0	0	178	0	0	0
ENSG00000178773.10	6	0	4	0	65	0	0	0
ENSG00000273253.1	0	0	0	0	0	0	8	9
ENSG00000196826.7	0	2	1	0	144	0	0	0
ENSG00000200345.2	0	0	0	0	0	0	1	0
ENSG00000099246.12	3	3	9	0	31	0	0	0
ENSG00000273328.1	0	0	0	0	0	0	0	20
ENSG00000240288.3	0	0	0	0	0	0	16	90
ENSG00000092036.12	4	3	0	0	7	0	0	0
ENSG00000261420.1	0	0	0	0	0	0	15	0
ENSG00000215014.3	0	0	1	0	0	0	0	0
ENSG00000170089.11	0	0	0	0	0	0	7	201
ENSG00000110074.6	29	4	10	0	153	0	2	0
ENSG00000013725.10	0	0	0	0	1	0	0	0
ENSG00000078725.8	0	0	0	0	1	0	0	0
ENSG00000235610.1	0	0	0	0	0	0	0	1
ENSG00000261574.1	0	0	0	0	0	0	17	924
ENSG00000184551.4	0	0	0	0	0	0	0	1
ENSG00000252531.1	0	0	0	0	0	0	5	0
ENSG00000127554.12	3	1	26	0	5	0	0	0
ENSG00000094914.8	30	1	0	0	32	0	0	0
ENSG00000179930.5	0	0	3	0	2	0	0	0
ENSG00000238231.2	0	0	0	0	0	0	2	0
ENSG00000186283.9	6	2	2	0	84	0	0	0
ENSG00000108559.7	5	0	1	0	28	0	0	15
ENSG00000132274.11	0	0	0	0	4	0	0	0
ENSG00000202198.1	0	0	0	0	0	0	1737	0
ENSG00000185630.14	0	0	0	0	2	0	0	0
ENSG00000205643.6	0	1	5	0	45	0	0	0
ENSG00000112640.10	9	5	18	0	84	0	0	0
ENSG00000267504.1	0	0	0	0	0	0	1	0
ENSG00000165821.7	6	1	0	0	22	0	0	0
ENSG00000204305.9	36	7	0	0	14	0	0	0
ENSG00000251002.3	0	0	0	0	0	0	0	2
ENSG00000254685.2	2	0	0	0	1	0	0	3
ENSG00000232224.1	0	0	0	0	0	0	10	2
ENSG00000101158.8	57	0	5	0	197	0	0	0
ENSG00000177191.2	0	1	1	0	7	0	0	0
ENSG00000268996.1	4	0	0	0	0	0	0	0
ENSG00000088367.16	21	0	11	0	610	0	0	0
ENSG00000006210.6	42	42	66	0	73	0	0	0
ENSG00000266124.1	0	0	0	0	0	0	1	0
ENSG00000133958.9	0	1	0	0	4	0	0	0
ENSG00000023697.8	0	2	0	0	106	0	0	0
ENSG00000247315.2	0	0	0	0	0	0	20	6
ENSG00000137841.7	0	0	0	0	1	0	0	0
ENSG00000237161.3	0	0	0	0	0	0	1	0
ENSG00000133818.8	4	15	0	0	126	0	0	0
ENSG00000106976.14	10	0	1	0	499	0	0	0
ENSG00000234479.2	0	0	0	0	0	0	0	1
ENSG00000261783.1	0	0	0	0	0	0	3	2
ENSG00000108100.13	5	2	7	0	1542	0	0	0
ENSG00000226758.1	0	0	0	0	0	0	0	50
ENSG00000189339.7	9	0	18	0	271	0	0	0
ENSG00000148396.14	122	8	50	0	745	0	0	0
ENSG00000255670.1	0	0	0	0	0	0	0	3
ENSG00000164109.9	1	0	3	0	0	0	0	0
ENSG00000230797.2	0	1	2	0	0	0	0	0
ENSG00000238556.1	0	0	0	0	0	0	1	0
ENSG00000161328.10	26	1	45	0	99	0	0	0
ENSG00000163581.9	2	2	1	0	21	0	0	0
ENSG00000251169.2	0	0	0	0	0	0	13	10
ENSG00000242251.2	0	0	0	0	0	0	1	0
ENSG00000117143.9	3	2	1	0	192	0	0	0
ENSG00000156876.8	3	0	1	0	13	0	0	0
ENSG00000137558.3	0	0	1	0	0	0	0	0
ENSG00000211683.3	0	0	0	0	0	0	6	12
ENSG00000205534.5	0	0	0	0	0	0	6	68
ENSG00000075407.13	6	11	17	0	64	0	0	0
ENSG00000254100.1	0	0	0	0	0	0	1	10
ENSG00000205339.5	17	1	11	0	135	0	0	0
ENSG00000248858.3	0	0	0	0	0	0	0	4
ENSG00000123268.4	0	2	0	0	51	0	0	0
ENSG00000229057.1	0	0	0	0	0	0	0	4
ENSG00000188223.9	0	0	0	0	0	0	4	44
ENSG00000261396.1	0	0	0	0	0	0	2	7
ENSG00000137486.12	12	7	40	0	1167	0	0	0
ENSG00000100221.6	2	13	12	0	29	0	0	0
ENSG00000043039.5	0	0	0	0	1	0	0	0
ENSG00000196275.9	0	0	0	0	9	0	0	0
ENSG00000249055.1	0	0	0	0	0	0	2	0
ENSG00000227210.1	0	0	0	0	0	0	0	2
ENSG00000214597.4	12	9	0	0	72	0	10	0
ENSG00000203809.5	0	0	0	0	0	0	0	2
ENSG00000025796.9	26	19	10	0	194	0	0	0
ENSG00000101150.13	27	0	126	0	1588	0	0	0
ENSG00000174405.9	1	1	0	0	34	0	0	0
ENSG00000100926.10	41	36	3	0	168	0	0	0
ENSG00000204771.5	0	0	0	0	0	0	0	1
ENSG00000140832.5	3	1	1	0	8	0	0	0
ENSG00000187837.2	24	1	1	0	0	0	0	0
ENSG00000228672.2	8	1	0	0	0	0	0	0
ENSG00000247572.3	0	0	0	0	0	0	12	215
ENSG00000102401.15	17	20	3	0	88	0	0	0
ENSG00000169248.8	0	0	0	0	1	0	0	0
ENSG00000086827.4	4	0	0	0	22	0	0	0
ENSG00000250564.1	0	0	0	0	0	0	0	1
ENSG00000224959.1	0	0	0	0	0	0	1	14
ENSG00000259402.1	0	0	0	0	0	0	1	1
ENSG00000254463.1	0	0	0	0	0	0	1	0
ENSG00000236039.1	0	0	0	0	0	0	0	1
ENSG00000269430.1	25	0	21	0	0	0	0	0
ENSG00000205213.9	26	24	4	0	461	0	0	0
ENSG00000130770.13	8	0	44	0	1	0	0	0
ENSG00000197165.6	9	79	1	0	97	0	0	0
ENSG00000145990.6	4	2	10	0	210	0	0	0
ENSG00000232352.1	0	0	0	0	0	0	1	1
ENSG00000230747.1	0	0	0	0	0	0	2	9
ENSG00000225369.1	0	0	0	0	0	0	2	0
ENSG00000109205.12	4	0	0	0	6	0	0	0
ENSG00000107643.11	1	8	3	0	209	0	0	0
ENSG00000101161.6	126	1	46	0	486	0	0	0
ENSG00000227355.1	0	0	0	0	0	0	0	8
ENSG00000267283.1	0	0	0	0	0	0	15	1
ENSG00000141068.9	43	11	56	0	995	0	0	0
ENSG00000112531.12	23	26	139	0	270	0	4	0
ENSG00000224187.1	0	0	0	0	0	0	0	1
ENSG00000261537.1	0	0	0	0	0	0	3	40
ENSG00000215455.4	4	0	0	0	0	0	0	0
ENSG00000163106.6	0	0	0	0	1	0	0	0
ENSG00000147316.8	3	0	0	0	665	0	0	0
ENSG00000153046.13	5	7	1	0	577	0	0	0
ENSG00000095906.12	43	0	4	0	107	0	0	0
ENSG00000254170.1	0	0	0	0	0	0	0	1
ENSG00000266930.2	0	0	0	0	0	0	0	5
ENSG00000119487.12	3	6	6	0	282	0	0	0
ENSG00000083099.6	0	0	2	0	1	0	0	2
ENSG00000237499.2	0	0	0	0	0	0	0	8
ENSG00000165650.7	15	3	8	0	86	0	0	0
ENSG00000260583.1	0	0	0	0	0	0	1	0
ENSG00000149735.2	0	0	0	0	1	0	0	0
ENSG00000176834.9	8	3	8	0	60	0	4	89
ENSG00000115540.10	3	2	1	0	36	0	0	0
ENSG00000267623.2	0	0	0	0	0	0	0	2
ENSG00000237940.3	0	0	0	0	0	0	2	0
ENSG00000214021.11	110	319	10	0	235	0	0	0
ENSG00000204304.7	224	291	53	0	144	0	0	0
ENSG00000149646.8	0	0	0	0	1	0	0	0
ENSG00000213614.5	11	0	17	0	106	0	0	0
ENSG00000147604.9	8	16	3	0	27	0	0	0
ENSG00000260708.1	0	0	0	0	0	0	5	0
ENSG00000108641.10	35	2	2	0	214	0	0	0
ENSG00000177338.9	0	0	0	0	0	0	1	32
ENSG00000261879.1	0	0	0	0	0	0	0	14
ENSG00000207720.1	0	0	0	0	0	0	1	0
ENSG00000065268.6	113	0	24	0	2323	0	3	9
ENSG00000234769.4	0	2	0	0	17	0	0	0
ENSG00000243702.2	0	0	0	0	0	0	1	0
ENSG00000170571.7	0	0	1	0	1	0	0	0
ENSG00000167258.9	55	30	9	0	99	0	11	31
ENSG00000260274.1	0	0	0	0	0	0	4	0
ENSG00000174307.5	7	21	8	0	15	0	0	0
ENSG00000013563.9	8	13	6	0	49	0	0	0
ENSG00000172339.9	1	0	3	0	84	0	0	0
ENSG00000158815.6	9	34	11	0	101	0	0	0
ENSG00000219409.2	0	0	0	0	0	0	9	0
ENSG00000165490.8	0	0	0	0	1	0	0	0
ENSG00000257058.1	0	0	0	0	0	0	1	4
ENSG00000154429.6	9	3	2	0	43	0	2	0
ENSG00000204387.8	2	94	1	0	67	0	0	0
ENSG00000114859.10	35	4	2	0	145	0	0	0
ENSG00000007545.11	104	0	43	0	714	0	0	0
ENSG00000100605.12	9	8	12	0	711	0	0	0
ENSG00000132386.6	95	46	5	0	279	0	0	0
ENSG00000078900.10	4	0	2	0	578	0	0	0
ENSG00000178209.10	431	32	141	0	1674	0	0	0
ENSG00000244378.1	0	0	0	0	0	0	1	0
ENSG00000180190.7	19	122	13	0	870	0	0	0
ENSG00000236383.3	0	0	0	0	0	0	4	0
ENSG00000163964.9	0	2	1	0	2	0	0	0
ENSG00000185008.13	0	0	0	0	5	0	0	0
ENSG00000103510.15	40	0	4	0	125	0	0	0
ENSG00000165795.16	39	61	62	0	125	0	0	0
ENSG00000157578.9	0	0	0	0	1	0	0	0
ENSG00000272911.1	0	0	0	0	0	0	3	2
ENSG00000263335.1	0	0	0	0	0	0	0	8
ENSG00000135476.7	8	0	0	0	28	0	0	0
ENSG00000074071.9	28	1	31	0	2	0	0	0
ENSG00000133067.13	0	0	0	0	2	0	0	0
ENSG00000136518.12	7	1	0	0	14	0	0	0
ENSG00000042781.8	0	0	0	0	4	0	0	0
ENSG00000271776.1	0	0	0	0	0	0	1	0
ENSG00000226721.2	0	0	0	0	0	0	2	0
ENSG00000059691.7	2	0	0	0	95	0	0	0
ENSG00000167536.9	6	2	4	0	9	0	0	0
ENSG00000123200.12	29	3	6	0	77	0	0	0
ENSG00000161850.2	0	0	0	0	1	0	0	0
ENSG00000176222.7	0	0	0	0	0	0	0	1
ENSG00000109107.9	1	3	2	0	2	0	0	0
ENSG00000135722.4	65	9	38	0	37	0	0	0
ENSG00000102081.9	16	2	7	0	103	0	0	0
ENSG00000163513.13	125	93	61	0	2515	0	0	0
ENSG00000196220.11	0	0	2	0	55	0	4	62
ENSG00000145041.11	27	8	3	0	89	0	0	0
ENSG00000106070.13	6	28	2	0	915	0	0	0
ENSG00000138468.11	4	0	2	0	158	0	0	0
ENSG00000112306.7	15	11	0	0	93	0	0	0
ENSG00000228716.2	0	9	1	0	95	0	0	0
ENSG00000196584.2	0	0	0	0	13	0	2	0
ENSG00000065883.10	26	9	0	0	187	0	0	0
ENSG00000262745.1	0	0	0	0	0	0	0	1
ENSG00000129472.8	6	4	8	0	33	0	0	0
ENSG00000143028.7	1	1	8	0	9	0	0	0
ENSG00000104369.4	0	0	0	0	1	0	0	0
ENSG00000184584.8	1	1	0	0	17	0	0	0
ENSG00000184925.7	3	0	2	0	136	0	3	80
ENSG00000122512.10	3	0	0	0	12	0	0	0
ENSG00000196739.10	1772	63	190	0	4950	0	0	0
ENSG00000259607.1	0	0	0	0	0	0	0	1
ENSG00000163655.11	4	1	3	0	91	0	0	0
ENSG00000253500.1	0	0	0	0	0	0	0	1
ENSG00000206341.6	0	0	0	0	0	0	9	17
ENSG00000184056.10	9	0	0	0	16	0	0	0
ENSG00000152284.4	2	0	1	0	11	0	0	0
ENSG00000231500.2	15	5	0	1	73	0	0	0
ENSG00000270019.1	0	0	0	0	0	0	9	0
ENSG00000117395.6	6	7	0	0	19	0	0	1
ENSG00000136811.12	42	4	2	0	98	0	0	0
ENSG00000212534.1	0	0	0	0	0	0	2	0
ENSG00000243446.2	0	0	0	0	0	0	1	0
ENSG00000167264.13	11	12	3	0	184	0	0	0
ENSG00000162961.9	2	1	0	0	16	0	3	493
ENSG00000261069.2	0	0	0	0	0	0	49	0
ENSG00000213516.5	1	7	3	0	10	0	0	0
ENSG00000181577.11	0	0	0	0	1	0	0	0
ENSG00000120837.3	0	12	0	0	15	0	0	0
ENSG00000168427.7	2	0	4	0	17	0	0	0
ENSG00000010803.12	33	16	18	0	648	0	0	0
ENSG00000087995.11	1	0	3	0	29	0	0	0
ENSG00000251013.1	0	0	0	0	0	0	1	0
ENSG00000140015.15	0	0	0	0	1	0	0	0
ENSG00000088881.16	31	9	20	0	397	0	0	0
ENSG00000166589.8	12	1	0	0	39	0	0	0
ENSG00000201600.1	0	0	0	0	0	0	2	0
ENSG00000084112.10	9	1	9	0	274	0	0	0
ENSG00000261052.1	0	86	0	0	10	0	0	0
ENSG00000264346.1	0	0	0	0	0	0	14	0
ENSG00000165379.9	0	0	0	0	2	0	0	0
ENSG00000163138.14	2	1	0	0	21	0	0	0
ENSG00000120262.8	2	0	0	0	23	0	0	0
ENSG00000175595.10	2	0	0	0	30	0	0	0
ENSG00000104067.12	25	17	29	0	367	0	0	0
ENSG00000166888.6	95	65	52	0	320	0	0	0
ENSG00000172366.15	35	10	27	0	1706	0	0	0
ENSG00000233590.1	0	0	0	0	0	0	0	1
ENSG00000196411.5	69	31	11	0	258	0	0	0
ENSG00000102100.10	24	0	27	0	19	0	0	0
ENSG00000123552.13	3	3	2	0	51	0	0	0
ENSG00000176160.5	0	0	0	0	2	0	0	0
ENSG00000265864.1	0	0	0	0	0	0	28	0
ENSG00000151338.14	0	11	2	0	286	0	0	0
ENSG00000223496.1	21	2	8	0	0	0	0	0
ENSG00000265982.1	0	0	0	0	0	0	3	0
ENSG00000134996.11	0	1	0	0	29	0	0	0
ENSG00000153246.7	0	0	0	0	1	0	0	0
ENSG00000075391.12	6	1	4	0	191	0	0	0
ENSG00000266965.1	0	0	0	0	0	0	2	0
ENSG00000262343.1	0	0	0	0	0	0	0	1
ENSG00000155508.9	12	3	1	0	35	0	1	0
ENSG00000129474.11	178	70	103	0	388	0	0	0
ENSG00000259887.1	0	0	0	0	0	0	1	13
ENSG00000256287.1	0	0	0	0	0	0	0	2
ENSG00000141294.5	0	0	0	0	1	0	0	0
ENSG00000267412.1	0	0	0	0	0	0	3	0
ENSG00000102158.15	4	0	3	0	31	0	0	0
ENSG00000185155.7	2	0	0	0	0	0	0	0
ENSG00000181192.7	4	1	4	0	52	0	0	0
ENSG00000232453.1	0	0	0	0	0	0	0	1
ENSG00000162594.10	0	0	0	0	1	0	0	0
ENSG00000272086.1	0	0	0	0	0	0	1	0
ENSG00000245213.2	0	0	0	0	0	0	0	1
ENSG00000033030.9	17	28	0	0	85	0	0	0
ENSG00000237489.2	0	0	0	0	0	0	6	15
ENSG00000232320.5	0	0	0	0	0	0	1	0
ENSG00000259475.1	0	0	0	0	0	0	0	2
ENSG00000151062.10	83	2	14	0	2570	0	0	0
ENSG00000134744.9	29	3	3	0	173	0	0	0
ENSG00000156515.17	0	0	0	0	15	0	0	0
ENSG00000091704.5	0	0	0	0	2	0	0	0
ENSG00000167377.13	3	21	0	0	36	0	0	0
ENSG00000265573.1	0	0	0	0	0	0	2	0
ENSG00000271975.1	0	0	0	0	0	0	1	0
ENSG00000143742.8	1	1	1	0	8	0	0	0
ENSG00000197813.4	0	0	0	0	0	0	12	105
